,step,train_error,validation_error
278,13900,0.0625,0.125
279,13950,0.09375,0.15625
280,14000,0.1015625,0.1328125
281,14050,0.0703125,0.2265625
282,14100,0.0390625,0.1015625
283,14150,0.078125,0.125
284,14200,0.140625,0.140625
285,14250,0.0703125,0.109375
286,14300,0.0546875,0.1640625
287,14350,0.0390625,0.1171875
288,14400,0.1015625,0.171875
289,14450,0.0546875,0.09375
290,14500,0.0703125,0.171875
291,14550,0.09375,0.140625
292,14600,0.125,0.1328125
293,14650,0.0859375,0.1875
294,14700,0.09375,0.171875
295,14750,0.1328125,0.140625
296,14800,0.0625,0.1484375
297,14850,0.0390625,0.15625
298,14900,0.0859375,0.1015625
299,14950,0.09375,0.1953125
300,15000,0.0703125,0.1640625
301,15050,0.0546875,0.2421875
302,15100,0.09375,0.1796875
303,15150,0.078125,0.15625
304,15200,0.0859375,0.140625
305,15250,0.0625,0.1796875
306,15300,0.0703125,0.203125
307,15350,0.046875,0.203125
308,15400,0.1015625,0.15625
309,15450,0.0703125,0.171875
310,15500,0.078125,0.21875
311,15550,0.09375,0.15625
312,15600,0.09375,0.171875
313,15650,0.0625,0.171875
314,15700,0.0859375,0.125
315,15750,0.0625,0.1328125
316,15800,0.0546875,0.1875
317,15850,0.0703125,0.1875
318,15900,0.0859375,0.1328125
319,15950,0.0703125,0.140625
320,16000,0.0390625,0.109375
321,16050,0.0625,0.1875
322,16100,0.0625,0.1328125
323,16150,0.09375,0.1484375
324,16200,0.078125,0.1875
325,16250,0.09375,0.1640625
326,16300,0.0390625,0.109375
327,16350,0.09375,0.1875
328,16400,0.0703125,0.1484375
329,16450,0.03125,0.125
330,16500,0.09375,0.1796875
331,16550,0.0859375,0.171875
332,16600,0.0859375,0.1953125
333,16650,0.0546875,0.15625
334,16700,0.0625,0.15625
335,16750,0.0859375,0.1015625
336,16800,0.09375,0.1484375
337,16850,0.046875,0.203125
338,16900,0.0859375,0.15625
339,16950,0.03125,0.171875
340,17000,0.109375,0.1640625
341,17050,0.0703125,0.1953125
342,17100,0.1015625,0.1796875
343,17150,0.078125,0.1953125
344,17200,0.0546875,0.140625
345,17250,0.078125,0.171875
346,17300,0.0859375,0.15625
347,17350,0.0625,0.1484375
348,17400,0.09375,0.1640625
349,17450,0.078125,0.109375
350,17500,0.046875,0.1328125
351,17550,0.0859375,0.09375
352,17600,0.0390625,0.1875
353,17650,0.0703125,0.1171875
354,17700,0.046875,0.125
355,17750,0.0703125,0.1875
356,17800,0.09375,0.1640625
357,17850,0.1015625,0.1171875
358,17900,0.1015625,0.125
359,17950,0.0625,0.203125
360,18000,0.0390625,0.140625
361,18050,0.0859375,0.15625
362,18100,0.0859375,0.1796875
363,18150,0.1171875,0.1640625
364,18200,0.0859375,0.1171875
365,18250,0.0625,0.1328125
366,18300,0.0625,0.1484375
367,18350,0.0234375,0.171875
368,18400,0.109375,0.15625
369,18450,0.0859375,0.1328125
370,18500,0.0390625,0.1171875
371,18550,0.0703125,0.15625
372,18600,0.03125,0.171875
373,18650,0.03125,0.1640625
374,18700,0.0546875,0.171875
375,18750,0.0546875,0.1640625
376,18800,0.1015625,0.1796875
377,18850,0.03125,0.171875
378,18900,0.0703125,0.109375
379,18950,0.078125,0.1953125
380,19000,0.109375,0.1328125
381,19050,0.078125,0.203125
382,19100,0.1015625,0.1171875
383,19150,0.0546875,0.1484375
384,19200,0.0546875,0.1953125
385,19250,0.0703125,0.15625
386,19300,0.0703125,0.1953125
387,19350,0.0390625,0.1484375
388,19400,0.078125,0.171875
389,19450,0.078125,0.140625
390,19500,0.109375,0.1640625
391,19550,0.0703125,0.171875
392,19600,0.1015625,0.171875
393,19650,0.0546875,0.15625
394,19700,0.0625,0.15625
395,19750,0.0703125,0.15625
396,19800,0.0625,0.1875
397,19850,0.09375,0.125
398,19900,0.0625,0.1328125
399,19950,0.0703125,0.1875
400,20000,0.0859375,0.1640625
401,20050,0.0703125,0.1640625
402,20100,0.0859375,0.140625
403,20150,0.0703125,0.1171875
404,20200,0.0859375,0.1953125
405,20250,0.03125,0.1796875
406,20300,0.1015625,0.1796875
407,20350,0.0703125,0.140625
408,20400,0.0703125,0.125
409,20450,0.046875,0.171875
410,20500,0.046875,0.125
411,20550,0.0390625,0.15625
412,20600,0.1015625,0.1171875
413,20650,0.078125,0.109375
414,20700,0.078125,0.1640625
415,20750,0.0703125,0.125
416,20800,0.0625,0.1875
417,20850,0.0859375,0.125
418,20900,0.0859375,0.15625
419,20950,0.0859375,0.2578125
420,21000,0.0546875,0.1484375
421,21050,0.0859375,0.171875
422,21100,0.0390625,0.1328125
423,21150,0.1015625,0.1640625
424,21200,0.078125,0.15625
425,21250,0.0703125,0.1328125
426,21300,0.0546875,0.1328125
427,21350,0.1015625,0.171875
428,21400,0.0859375,0.125
429,21450,0.0625,0.15625
430,21500,0.0703125,0.1640625
431,21550,0.1015625,0.1640625
432,21600,0.0703125,0.1484375
433,21650,0.0703125,0.109375
434,21700,0.09375,0.109375
435,21750,0.0546875,0.1484375
436,21800,0.0625,0.1640625
437,21850,0.09375,0.203125
438,21900,0.1015625,0.171875
439,21950,0.1328125,0.1875
440,22000,0.046875,0.109375
441,22050,0.0546875,0.1953125
442,22100,0.1015625,0.1640625
443,22150,0.1015625,0.15625
444,22200,0.0625,0.171875
445,22250,0.0546875,0.15625
446,22300,0.0546875,0.1171875
447,22350,0.0234375,0.1015625
448,22400,0.1015625,0.1328125
449,22450,0.0390625,0.15625
450,22500,0.0546875,0.140625
451,22550,0.046875,0.171875
452,22600,0.078125,0.1484375
453,22650,0.0625,0.234375
454,22700,0.0390625,0.1484375
455,22750,0.0546875,0.1796875
456,22800,0.0625,0.15625
457,22850,0.0703125,0.1953125
458,22900,0.0859375,0.125
459,22950,0.0625,0.140625
460,23000,0.0390625,0.15625
461,23050,0.1015625,0.1875
462,23100,0.0625,0.1171875
463,23150,0.0546875,0.1171875
464,23200,0.0703125,0.171875
465,23250,0.0703125,0.1015625
466,23300,0.09375,0.203125
467,23350,0.0390625,0.15625
468,23400,0.1015625,0.171875
469,23450,0.0390625,0.1796875
470,23500,0.0625,0.1171875
471,23550,0.0859375,0.15625
472,23600,0.078125,0.125
473,23650,0.046875,0.1328125
474,23700,0.078125,0.1796875
475,23750,0.09375,0.1328125
476,23800,0.078125,0.109375
477,23850,0.09375,0.140625
478,23900,0.1015625,0.1875
479,23950,0.078125,0.171875
480,24000,0.078125,0.140625
481,24050,0.0703125,0.1796875
482,24100,0.0625,0.1484375
483,24150,0.0625,0.1328125
484,24200,0.09375,0.21875
485,24250,0.0703125,0.171875
486,24300,0.0625,0.1875
487,24350,0.09375,0.1796875
488,24400,0.0859375,0.171875
489,24450,0.0625,0.1640625
490,24500,0.046875,0.1328125
491,24550,0.109375,0.2265625
492,24600,0.0703125,0.2109375
493,24650,0.1171875,0.1640625
494,24700,0.0234375,0.1796875
495,24750,0.078125,0.1953125
496,24800,0.1171875,0.15625
497,24850,0.0703125,0.1015625
498,24900,0.0546875,0.1640625
499,24950,0.1015625,0.1796875
500,25000,0.0625,0.140625
501,25050,0.0703125,0.1171875
502,25100,0.0625,0.1875
503,25150,0.046875,0.1875
504,25200,0.0546875,0.140625
505,25250,0.09375,0.1484375
506,25300,0.09375,0.2109375
507,25350,0.0546875,0.1640625
508,25400,0.0625,0.1796875
509,25450,0.078125,0.1953125
510,25500,0.0625,0.171875
511,25550,0.0546875,0.1328125
512,25600,0.0859375,0.125
513,25650,0.0859375,0.1640625
514,25700,0.0390625,0.1484375
515,25750,0.0625,0.140625
516,25800,0.0546875,0.109375
517,25850,0.0625,0.1953125
518,25900,0.078125,0.1640625
519,25950,0.09375,0.15625
520,26000,0.0859375,0.09375
521,26050,0.046875,0.15625
522,26100,0.0703125,0.171875
523,26150,0.046875,0.21875
524,26200,0.046875,0.1640625
525,26250,0.0859375,0.171875
526,26300,0.03125,0.1484375
527,26350,0.046875,0.171875
528,26400,0.046875,0.125
529,26450,0.015625,0.0546875
530,26500,0.046875,0.1953125
531,26550,0.0546875,0.1484375
532,26600,0.0703125,0.0625
533,26650,0.078125,0.1953125
534,26700,0.0625,0.1328125
535,26750,0.0703125,0.1875
536,26800,0.0390625,0.1796875
537,26850,0.0625,0.125
538,26900,0.0546875,0.140625
539,26950,0.0234375,0.140625
540,27000,0.1171875,0.140625
541,27050,0.078125,0.171875
542,27100,0.0546875,0.1640625
543,27150,0.046875,0.1484375
544,27200,0.046875,0.1484375
545,27250,0.0859375,0.171875
546,27300,0.046875,0.125
547,27350,0.0703125,0.1953125
548,27400,0.1015625,0.1328125
549,27450,0.0546875,0.109375
550,27500,0.0546875,0.171875
551,27550,0.0625,0.15625
552,27600,0.046875,0.15625
553,27650,0.078125,0.1796875
554,27700,0.046875,0.1171875
555,27750,0.0546875,0.1796875
556,27800,0.0703125,0.15625
557,27850,0.0390625,0.15625
558,27900,0.0546875,0.1640625
559,27950,0.09375,0.171875
560,28000,0.0390625,0.15625
561,28050,0.078125,0.203125
562,28100,0.078125,0.09375
563,28150,0.078125,0.1484375
564,28200,0.078125,0.1875
565,28250,0.0625,0.1796875
566,28300,0.0703125,0.1328125
567,28350,0.09375,0.2421875
568,28400,0.078125,0.078125
569,28450,0.03125,0.1640625
570,28500,0.0703125,0.1796875
571,28550,0.1015625,0.109375
572,28600,0.109375,0.203125
573,28650,0.109375,0.15625
574,28700,0.09375,0.1640625
575,28750,0.0625,0.1484375
576,28800,0.0625,0.1171875
577,28850,0.0703125,0.1015625
578,28900,0.1015625,0.1484375
579,28950,0.0234375,0.1484375
580,29000,0.1015625,0.2265625
581,29050,0.0546875,0.1640625
582,29100,0.0703125,0.1328125
583,29150,0.1015625,0.1328125
584,29200,0.0546875,0.1328125
585,29250,0.0625,0.140625
586,29300,0.0546875,0.2109375
587,29350,0.03125,0.171875
588,29400,0.0546875,0.1875
589,29450,0.0703125,0.1640625
590,29500,0.015625,0.125
591,29550,0.0234375,0.15625
592,29600,0.09375,0.1015625
593,29650,0.0390625,0.15625
594,29700,0.0859375,0.171875
595,29750,0.078125,0.1484375
596,29800,0.046875,0.171875
597,29850,0.09375,0.1953125
598,29900,0.0625,0.203125
599,29950,0.0703125,0.1640625
