,step,train_error,validation_error
238,11900,0.0703125,0.1640625
239,11950,0.0859375,0.1875
240,12000,0.1015625,0.1796875
241,12050,0.0703125,0.109375
242,12100,0.078125,0.15625
243,12150,0.0703125,0.15625
244,12200,0.0625,0.0859375
245,12250,0.0390625,0.1640625
246,12300,0.078125,0.140625
247,12350,0.0625,0.0859375
248,12400,0.09375,0.1796875
249,12450,0.0859375,0.1328125
250,12500,0.0546875,0.171875
251,12550,0.0546875,0.1640625
252,12600,0.109375,0.171875
253,12650,0.1015625,0.2109375
254,12700,0.0546875,0.125
255,12750,0.0625,0.1640625
256,12800,0.1171875,0.09375
257,12850,0.078125,0.140625
258,12900,0.0859375,0.1796875
259,12950,0.0859375,0.1796875
260,13000,0.0546875,0.2109375
261,13050,0.0234375,0.171875
262,13100,0.1015625,0.203125
263,13150,0.0546875,0.1328125
264,13200,0.109375,0.1640625
265,13250,0.046875,0.125
266,13300,0.0546875,0.140625
267,13350,0.078125,0.109375
268,13400,0.046875,0.1328125
269,13450,0.078125,0.125
270,13500,0.0546875,0.1796875
271,13550,0.0859375,0.125
272,13600,0.078125,0.1484375
273,13650,0.1015625,0.15625
274,13700,0.03125,0.1796875
275,13750,0.0546875,0.1796875
276,13800,0.09375,0.171875
277,13850,0.0859375,0.109375
278,13900,0.0625,0.171875
279,13950,0.0390625,0.125
280,14000,0.0625,0.1328125
281,14050,0.1015625,0.1484375
282,14100,0.0703125,0.1484375
283,14150,0.0625,0.1484375
284,14200,0.0859375,0.1796875
285,14250,0.1015625,0.140625
286,14300,0.1171875,0.1328125
287,14350,0.1015625,0.140625
288,14400,0.109375,0.1171875
289,14450,0.109375,0.1484375
290,14500,0.0625,0.1171875
291,14550,0.09375,0.1015625
292,14600,0.078125,0.109375
293,14650,0.0859375,0.1796875
294,14700,0.046875,0.109375
295,14750,0.09375,0.1171875
296,14800,0.03125,0.1953125
297,14850,0.078125,0.125
298,14900,0.0390625,0.078125
299,14950,0.0546875,0.171875
300,15000,0.0625,0.1328125
301,15050,0.0546875,0.140625
302,15100,0.078125,0.1015625
303,15150,0.0859375,0.1796875
304,15200,0.078125,0.1328125
305,15250,0.0625,0.125
306,15300,0.0703125,0.140625
307,15350,0.0625,0.1640625
308,15400,0.0546875,0.1484375
309,15450,0.0859375,0.140625
310,15500,0.0625,0.1953125
311,15550,0.0625,0.140625
312,15600,0.0625,0.171875
313,15650,0.0625,0.1171875
314,15700,0.0625,0.1015625
315,15750,0.0625,0.1640625
316,15800,0.109375,0.171875
317,15850,0.0703125,0.109375
318,15900,0.03125,0.15625
319,15950,0.0859375,0.1875
320,16000,0.0859375,0.1328125
321,16050,0.078125,0.1640625
322,16100,0.0859375,0.09375
323,16150,0.1015625,0.15625
324,16200,0.109375,0.1796875
325,16250,0.0625,0.1640625
326,16300,0.1015625,0.15625
327,16350,0.0390625,0.140625
328,16400,0.03125,0.1328125
329,16450,0.0625,0.203125
330,16500,0.09375,0.1484375
331,16550,0.0546875,0.1328125
332,16600,0.078125,0.1875
333,16650,0.0703125,0.171875
334,16700,0.046875,0.1953125
335,16750,0.1171875,0.125
336,16800,0.09375,0.1484375
337,16850,0.1171875,0.1875
338,16900,0.0546875,0.1953125
339,16950,0.0078125,0.1328125
340,17000,0.0703125,0.1484375
341,17050,0.0703125,0.1640625
342,17100,0.046875,0.1484375
343,17150,0.0390625,0.1640625
344,17200,0.0546875,0.125
345,17250,0.109375,0.1640625
346,17300,0.125,0.125
347,17350,0.0703125,0.140625
348,17400,0.046875,0.1640625
349,17450,0.03125,0.125
350,17500,0.09375,0.171875
351,17550,0.046875,0.1015625
352,17600,0.03125,0.15625
353,17650,0.046875,0.1953125
354,17700,0.0546875,0.09375
355,17750,0.078125,0.1796875
356,17800,0.0546875,0.171875
357,17850,0.03125,0.15625
358,17900,0.046875,0.109375
359,17950,0.0234375,0.0703125
360,18000,0.0546875,0.109375
361,18050,0.0625,0.140625
362,18100,0.0859375,0.0859375
363,18150,0.03125,0.1796875
364,18200,0.0546875,0.1171875
365,18250,0.0546875,0.140625
366,18300,0.1171875,0.15625
367,18350,0.0625,0.125
368,18400,0.046875,0.15625
369,18450,0.0234375,0.140625
370,18500,0.0546875,0.1875
371,18550,0.078125,0.15625
372,18600,0.0703125,0.1796875
373,18650,0.0625,0.109375
374,18700,0.0546875,0.15625
375,18750,0.046875,0.09375
376,18800,0.03125,0.109375
377,18850,0.0390625,0.125
378,18900,0.0390625,0.0703125
379,18950,0.0703125,0.1484375
380,19000,0.0234375,0.1953125
381,19050,0.0234375,0.1484375
382,19100,0.0625,0.109375
383,19150,0.03125,0.1328125
384,19200,0.0390625,0.1640625
385,19250,0.046875,0.1796875
386,19300,0.0390625,0.1640625
387,19350,0.0703125,0.1796875
388,19400,0.0703125,0.1875
389,19450,0.0546875,0.140625
390,19500,0.0390625,0.0703125
391,19550,0.0546875,0.1640625
392,19600,0.0546875,0.1171875
393,19650,0.0703125,0.0703125
394,19700,0.046875,0.1953125
395,19750,0.046875,0.109375
396,19800,0.0703125,0.1875
397,19850,0.03125,0.1875
398,19900,0.0390625,0.171875
399,19950,0.0625,0.125
400,20000,0.03125,0.15625
401,20050,0.0625,0.1796875
402,20100,0.0625,0.171875
403,20150,0.046875,0.15625
404,20200,0.0546875,0.15625
405,20250,0.0703125,0.1015625
406,20300,0.09375,0.109375
407,20350,0.0625,0.125
408,20400,0.0234375,0.0859375
409,20450,0.0390625,0.1875
410,20500,0.03125,0.1328125
411,20550,0.046875,0.109375
412,20600,0.03125,0.09375
413,20650,0.0390625,0.1796875
414,20700,0.0234375,0.125
415,20750,0.046875,0.15625
416,20800,0.046875,0.140625
417,20850,0.046875,0.1171875
418,20900,0.0546875,0.1171875
419,20950,0.0703125,0.1484375
420,21000,0.015625,0.1171875
421,21050,0.0546875,0.125
422,21100,0.046875,0.1328125
423,21150,0.03125,0.109375
424,21200,0.0625,0.140625
425,21250,0.0390625,0.09375
426,21300,0.0703125,0.15625
427,21350,0.0390625,0.171875
428,21400,0.078125,0.1484375
429,21450,0.0859375,0.109375
430,21500,0.0703125,0.1640625
431,21550,0.0625,0.1484375
432,21600,0.078125,0.171875
433,21650,0.0546875,0.1640625
434,21700,0.0546875,0.1328125
435,21750,0.0234375,0.125
436,21800,0.0625,0.15625
437,21850,0.0234375,0.1640625
438,21900,0.046875,0.1640625
439,21950,0.0703125,0.125
440,22000,0.0625,0.109375
441,22050,0.0703125,0.1484375
442,22100,0.015625,0.1875
443,22150,0.046875,0.0703125
444,22200,0.0546875,0.1796875
445,22250,0.0390625,0.1171875
446,22300,0.0390625,0.140625
447,22350,0.0625,0.2265625
448,22400,0.046875,0.1640625
449,22450,0.0625,0.1953125
450,22500,0.0390625,0.1640625
451,22550,0.078125,0.140625
452,22600,0.015625,0.171875
453,22650,0.046875,0.171875
454,22700,0.0546875,0.1484375
455,22750,0.0546875,0.1171875
456,22800,0.0546875,0.140625
457,22850,0.03125,0.109375
458,22900,0.0625,0.1796875
459,22950,0.0625,0.140625
460,23000,0.0546875,0.1640625
461,23050,0.0859375,0.1328125
462,23100,0.015625,0.125
463,23150,0.0546875,0.1328125
464,23200,0.0078125,0.1328125
465,23250,0.0546875,0.1015625
466,23300,0.0546875,0.15625
467,23350,0.0625,0.1328125
468,23400,0.0234375,0.1640625
469,23450,0.046875,0.1484375
470,23500,0.0625,0.09375
471,23550,0.0625,0.1796875
472,23600,0.0234375,0.1171875
473,23650,0.0390625,0.125
474,23700,0.0390625,0.171875
475,23750,0.0078125,0.125
476,23800,0.0625,0.109375
477,23850,0.0234375,0.15625
478,23900,0.0703125,0.1328125
479,23950,0.015625,0.140625
480,24000,0.0703125,0.1953125
481,24050,0.078125,0.140625
482,24100,0.078125,0.1875
483,24150,0.0546875,0.1015625
484,24200,0.03125,0.125
485,24250,0.0703125,0.1484375
486,24300,0.046875,0.1640625
487,24350,0.0625,0.140625
488,24400,0.0390625,0.1484375
489,24450,0.078125,0.125
490,24500,0.0546875,0.1171875
491,24550,0.015625,0.140625
492,24600,0.0859375,0.109375
493,24650,0.0703125,0.1953125
494,24700,0.03125,0.109375
495,24750,0.0703125,0.171875
496,24800,0.0859375,0.15625
497,24850,0.046875,0.09375
498,24900,0.0390625,0.15625
499,24950,0.0390625,0.1484375
500,25000,0.046875,0.125
501,25050,0.0546875,0.1484375
502,25100,0.03125,0.1640625
503,25150,0.0625,0.1484375
504,25200,0.0703125,0.125
505,25250,0.046875,0.171875
506,25300,0.015625,0.15625
507,25350,0.03125,0.1015625
508,25400,0.03125,0.125
509,25450,0.0390625,0.1328125
510,25500,0.0390625,0.15625
511,25550,0.09375,0.078125
512,25600,0.0390625,0.1875
513,25650,0.046875,0.1640625
514,25700,0.0390625,0.125
515,25750,0.0390625,0.1328125
516,25800,0.03125,0.1953125
517,25850,0.0546875,0.1171875
518,25900,0.0234375,0.1640625
519,25950,0.0703125,0.1484375
520,26000,0.0390625,0.15625
521,26050,0.046875,0.1171875
522,26100,0.046875,0.1796875
523,26150,0.0625,0.078125
524,26200,0.046875,0.1796875
525,26250,0.0078125,0.171875
526,26300,0.0234375,0.125
527,26350,0.046875,0.1015625
528,26400,0.0390625,0.15625
529,26450,0.0546875,0.1328125
530,26500,0.0625,0.1640625
531,26550,0.03125,0.109375
532,26600,0.0859375,0.1484375
533,26650,0.078125,0.1640625
534,26700,0.046875,0.1328125
535,26750,0.0546875,0.09375
536,26800,0.0859375,0.15625
537,26850,0.046875,0.1484375
538,26900,0.015625,0.1171875
539,26950,0.078125,0.1796875
540,27000,0.0625,0.125
541,27050,0.0546875,0.0859375
542,27100,0.046875,0.1015625
543,27150,0.0546875,0.1328125
544,27200,0.0390625,0.0859375
545,27250,0.0390625,0.1484375
546,27300,0.0234375,0.1796875
547,27350,0.03125,0.09375
548,27400,0.078125,0.09375
549,27450,0.0390625,0.15625
550,27500,0.0625,0.1328125
551,27550,0.0625,0.15625
552,27600,0.0234375,0.140625
553,27650,0.0625,0.1953125
554,27700,0.03125,0.1640625
555,27750,0.0546875,0.1328125
556,27800,0.0546875,0.15625
557,27850,0.0546875,0.109375
558,27900,0.0234375,0.1171875
559,27950,0.0078125,0.140625
560,28000,0.046875,0.1640625
561,28050,0.0390625,0.0703125
562,28100,0.0625,0.1328125
563,28150,0.0546875,0.1640625
564,28200,0.046875,0.1640625
565,28250,0.0703125,0.1171875
566,28300,0.046875,0.1875
567,28350,0.0390625,0.1484375
568,28400,0.0703125,0.125
569,28450,0.0625,0.15625
570,28500,0.03125,0.1328125
571,28550,0.0546875,0.125
572,28600,0.046875,0.140625
573,28650,0.0390625,0.1875
574,28700,0.015625,0.1484375
575,28750,0.015625,0.1484375
576,28800,0.0234375,0.15625
577,28850,0.046875,0.09375
578,28900,0.0234375,0.140625
579,28950,0.0390625,0.1328125
580,29000,0.015625,0.15625
581,29050,0.0390625,0.1796875
582,29100,0.0703125,0.0859375
583,29150,0.03125,0.1328125
584,29200,0.03125,0.140625
585,29250,0.0703125,0.1328125
586,29300,0.078125,0.109375
587,29350,0.046875,0.203125
588,29400,0.0390625,0.1484375
589,29450,0.0625,0.1875
590,29500,0.1015625,0.1640625
591,29550,0.046875,0.1171875
592,29600,0.0390625,0.171875
593,29650,0.046875,0.1328125
594,29700,0.0234375,0.1640625
595,29750,0.0,0.1875
596,29800,0.0234375,0.1015625
597,29850,0.0234375,0.1171875
598,29900,0.046875,0.15625
599,29950,0.0546875,0.1484375
